"","overall_qual","overall_cond","year_built","gr_liv_area","bedroom_abv_gr","kitchen_abv_gr","tot_rms_abv_grd","fireplaces","garage_area","open_porch_sf","pool_area","mo_sold","yr_sold","sale_price"
"698",7,5,1996,1446,3,1,6,1,406,22,0,8,2008,12.0725412529057
"699",5,5,1974,1389,2,1,6,1,418,38,0,4,2006,12.0435537160324
"700",6,7,1918,1674,4,1,8,1,396,36,0,7,2008,12.1281111040605
"701",7,5,2004,1535,3,1,7,0,532,0,0,3,2010,12.273731294004
"702",7,5,2000,1430,3,1,8,1,400,0,0,12,2007,12.0435537160324
"703",5,6,1966,1320,3,1,6,2,564,68,0,5,2006,12.0106658491876
"704",6,6,1960,1429,3,1,7,2,572,110,0,6,2007,12.1112123645062
"705",7,5,2004,1582,3,1,6,0,520,45,0,9,2008,12.1329641737095
"706",7,6,1965,1986,3,1,7,3,486,42,0,10,2009,12.2307652581205
"707",6,5,2002,1509,3,1,7,1,393,75,0,6,2006,12.1183337312222
"708",6,5,2000,1512,2,1,4,1,440,32,0,6,2007,12.0346910287746
"709",6,5,1972,1790,4,1,8,1,484,0,0,11,2006,12.0146094308189
"710",6,5,1964,1350,3,1,6,0,520,0,0,6,2008,12.0346910287746
"711",6,7,1914,3395,8,2,14,0,0,110,0,3,2007,12.2060726455302
"712",7,5,1996,1716,2,1,7,1,512,120,0,7,2009,12.1600287070288
"713",5,7,1964,1486,3,1,7,0,480,0,0,3,2009,12.0257490913989
"714",7,7,1976,1935,3,1,7,1,550,113,0,11,2007,12.1955171315907
"715",5,6,1956,1437,3,1,6,1,576,0,0,11,2006,12.0317192583854
"716",6,6,1977,1208,3,1,6,1,546,42,0,6,2006,12.0137007528827
"717",6,5,1996,1291,2,1,6,1,431,0,0,11,2008,12.0610468734799
"718",7,5,1984,2090,3,1,6,1,577,0,0,9,2007,12.2428866186529
"719",6,5,2005,1362,2,1,6,1,460,28,0,6,2007,12.1792151913603
"720",7,5,2004,1391,2,1,5,0,530,158,0,7,2008,12.1858699382127
"721",7,5,2004,1484,3,1,7,0,606,35,0,5,2010,12.2690474446916
"722",7,5,2007,1456,3,1,8,1,400,24,0,7,2007,12.0981533033107
"723",8,5,1988,1228,2,1,5,1,472,120,0,10,2008,12.1495022940418
"724",7,5,2007,1232,2,1,6,0,632,0,0,2,2009,12.1781874420406
"725",5,5,1987,1200,3,1,5,0,0,0,0,3,2009,12.0951410848229
"726",7,5,2004,1728,3,1,7,0,572,56,0,4,2009,12.1547793511426
"727",7,5,2000,1349,3,1,6,0,539,55,0,12,2007,12.0951410848229
"728",8,5,1993,1337,2,1,5,1,462,0,0,10,2008,12.1007121298723
"729",6,5,1999,1471,3,1,6,0,440,24,0,3,2009,12.0581525154536
"730",8,5,2007,1768,3,1,7,0,578,105,0,4,2009,12.2643415536542
"731",7,5,1999,1501,3,1,6,0,440,0,0,8,2008,12.0973732286068
"732",7,5,1995,1253,3,1,6,1,402,21,0,6,2007,12.0782392740203
"733",6,5,1992,1603,3,1,7,0,484,124,0,7,2006,12.0776709307256
"734",7,5,2001,1430,3,1,6,0,605,33,0,6,2009,12.1393985122622
"735",5,6,1978,1110,1,1,4,1,602,30,0,7,2009,12.0167264737993
"736",6,8,1966,2087,5,1,9,0,444,168,0,7,2007,12.1415341243926
"737",6,6,1980,1564,3,1,7,1,476,50,0,4,2010,12.0494188354848
"738",6,5,1997,1688,4,1,8,0,603,114,0,5,2008,12.2060726455302
"739",7,5,2005,1456,3,1,7,1,410,18,0,10,2008,12.1495022940418
"740",6,6,1974,1309,3,1,5,1,484,0,648,1,2006,12.106252310248
"741",7,5,2003,1640,3,1,6,0,595,45,0,6,2008,12.1172414318236
"742",5,5,1967,2126,3,1,7,0,538,0,0,6,2009,12.1281111040605
"743",6,5,1957,1392,3,1,6,2,458,0,0,6,2008,12.0197430673387
"744",6,6,1964,1516,3,1,6,0,472,0,0,2,2009,12.0257490913989
"745",6,7,1966,1165,3,1,6,0,490,129,0,5,2008,12.0719696610067
"746",5,5,1975,1701,3,1,6,2,611,0,0,1,2007,12.0494188354848
"747",7,5,1993,1775,3,1,7,1,425,72,0,7,2009,12.2690474446916
"748",6,7,1976,1855,3,1,7,1,512,100,0,8,2007,12.1388638958367
"749",7,5,1941,1646,4,1,7,2,240,0,0,8,2007,12.0076217068063
"750",5,4,1955,1779,3,1,6,1,454,418,0,7,2006,12.0435537160324
"751",6,5,1994,1481,3,1,6,1,343,36,0,3,2009,12.0668105781967
"752",7,8,1918,1426,3,1,7,1,216,240,0,6,2007,12.1545161586158
"753",5,6,1948,2320,2,1,7,1,672,144,0,5,2006,12.0376539939052
"754",6,5,1998,1682,3,1,7,0,523,77,0,6,2010,12.2085695257288
"755",6,5,1992,1593,3,1,7,1,389,40,0,12,2009,12.0895388292742
"756",6,5,1978,1683,3,1,7,1,440,0,0,7,2009,12.0581525154536
"757",7,5,2003,1509,3,1,8,1,393,75,0,7,2006,12.1007121298723
"758",6,5,2005,1484,3,1,8,1,390,24,0,6,2009,12.0668105781967
"759",6,5,2009,1224,2,1,4,0,528,234,0,6,2009,12.0652749169136
"760",6,8,1958,1414,3,1,6,1,601,51,0,5,2008,12.0810761553555
"761",6,5,1994,1721,3,1,7,0,471,87,0,7,2007,12.2110601870412
"762",6,5,2005,1316,3,1,6,1,397,0,0,10,2006,12.0434948907728
"763",6,5,1993,1617,2,1,5,1,533,69,0,7,2008,12.170445467887
"764",6,6,1980,1686,3,1,7,1,612,131,0,5,2006,12.2428866186529
"765",7,5,1968,1978,4,1,9,1,486,43,0,4,2008,12.0782392740203
"766",8,5,2007,1466,3,1,7,0,610,18,0,7,2009,12.2110601870412
"767",7,5,2004,1500,3,1,6,0,570,36,0,8,2009,12.1547793511426
"768",7,5,2003,1200,2,1,5,0,555,41,0,8,2009,12.1275704173752
"769",7,5,1999,2060,3,1,8,1,390,0,0,6,2009,12.273731294004
"770",7,5,2002,1776,3,1,7,1,474,96,0,2,2006,12.16785143271
"771",5,4,1969,1968,4,1,7,1,530,189,0,9,2008,12.0552497557956
"772",7,5,2003,1337,3,1,6,0,531,39,0,10,2007,12.1281111040605
"773",6,5,2005,1484,3,1,8,1,393,72,0,7,2007,12.0945822694968
"774",7,5,2003,1626,2,1,6,0,474,27,0,7,2009,12.0610468734799
"775",7,5,2007,1428,3,1,6,0,480,120,0,12,2008,12.1117619660589
"776",7,8,1910,2019,3,1,8,0,532,135,0,10,2009,12.0287386302473
"777",7,9,1961,999,3,1,6,0,588,76,0,7,2008,12.091783499128
"778",6,6,1976,2030,4,1,8,1,551,224,0,6,2007,12.1807548375459
"779",7,5,2006,1576,3,1,6,0,614,50,0,8,2006,12.1909590077201
"780",8,9,1882,1742,4,1,8,1,424,169,0,11,2009,12.0317192583854
"781",6,8,1964,1851,3,1,7,1,440,42,0,7,2007,12.1388638958367
"782",6,6,1970,1442,2,1,6,1,615,0,0,2,2009,12.1281111040605
"783",7,5,2006,1208,2,1,6,0,632,61,0,2,2010,12.2356314477717
"784",7,5,2005,1504,1,1,7,1,457,0,0,5,2009,12.106252310248
"785",6,3,1970,1657,3,1,7,1,484,0,0,3,2007,12.0045682693194
"786",6,7,1923,1502,3,1,7,2,180,0,0,8,2007,12.0137007528827
"787",7,5,1996,1504,3,1,6,1,478,66,0,6,2009,12.2209612580239
"788",4,5,2005,1132,2,1,5,0,451,64,0,6,2008,12.0782392740203
"789",7,5,2006,1220,2,1,6,0,632,54,0,7,2006,12.1756134380455
"790",7,5,2005,1504,2,1,7,1,437,20,0,5,2008,12.1600287070288
"791",5,5,1960,1264,3,1,6,2,461,0,0,4,2010,12.0287386302473
"792",7,3,1920,3082,5,1,12,2,672,63,0,8,2009,12.1909590077201
"793",6,8,1966,1632,4,1,7,0,484,40,0,7,2008,12.0610468734799
"794",6,5,2005,1306,1,1,5,1,624,63,0,8,2009,12.1858699382127
"795",7,5,2007,1302,3,1,6,0,436,22,0,8,2007,12.0809911659083
"796",7,5,2007,1316,3,1,6,1,440,20,0,10,2007,12.2067773971344
"797",6,6,1964,1977,4,1,9,1,540,52,0,6,2007,12.0137007528827
"798",6,5,1976,1523,3,1,7,1,478,0,0,5,2008,12.1007121298723
"799",7,5,2005,1364,2,1,6,1,484,36,0,6,2006,12.1326951757254
"800",8,5,2001,1338,2,1,6,0,582,0,0,4,2010,12.2713921116508
"801",6,7,1993,1571,3,1,7,1,380,40,0,5,2009,12.0895388292742
"802",6,6,1964,1611,4,1,7,0,442,128,0,6,2008,12.0311238430656
"803",5,8,1936,1466,3,1,7,1,566,21,0,4,2006,12.0435537160324
"804",7,5,2002,1459,3,1,6,1,527,39,0,9,2007,12.1652506510099
"805",6,5,1995,1498,3,1,6,1,409,44,0,7,2006,12.1415341243926
"806",8,5,2005,1247,1,1,4,1,550,84,0,4,2006,12.1909590077201
"807",6,5,2006,1314,3,1,6,1,440,22,0,3,2007,12.0806908119985
"808",6,5,2000,1690,3,1,7,1,463,48,0,11,2007,12.106252310248
"809",6,5,1995,1658,3,1,8,1,431,84,0,6,2008,12.1441972418121
"810",8,5,2002,1419,3,1,7,1,527,0,0,3,2009,12.1232343672212
"811",7,5,2005,1552,3,1,7,0,782,20,0,7,2006,12.2685778508816
"812",7,5,1992,1482,3,1,7,1,392,25,0,7,2007,12.0070117647319
"813",7,5,2007,1555,2,1,7,1,660,20,0,6,2009,12.0668105781967
"814",6,5,1997,1600,3,1,7,1,460,38,0,8,2007,12.0376539939052
"815",6,5,1977,1567,2,1,5,2,714,32,0,5,2009,12.1858699382127
"816",5,7,1976,1868,4,1,9,1,484,96,0,10,2009,12.1934938633233
"817",6,5,1985,1298,3,1,5,1,403,26,0,5,2006,12.1007121298723
"818",7,7,1941,1564,3,1,7,1,234,0,0,7,2009,12.0696800206246
"819",7,6,1965,1820,4,1,8,2,492,84,0,5,2008,12.2150323869016
"820",6,6,1974,1876,4,1,8,1,540,69,0,7,2008,12.1281111040605
"821",5,7,1978,1432,2,1,5,1,588,180,0,6,2007,12.1756134380455
"822",6,5,2000,1671,3,1,7,1,472,38,0,2,2006,12.0610468734799
"823",6,6,1977,1118,3,1,6,1,358,0,576,7,2008,12.0494188354848
"824",7,5,2006,1250,2,1,5,0,625,54,0,3,2008,12.0546681913709
"825",5,4,1963,1572,3,1,5,2,995,263,0,5,2007,12.1372583295298
"826",7,5,2002,1660,3,1,7,0,493,68,0,7,2009,12.1807548375459
"827",4,4,1961,1622,3,1,7,1,1356,0,0,3,2007,12.0317192583854
"828",8,5,1999,1441,2,1,5,0,492,0,0,11,2007,12.0668105781967
"829",6,5,1999,1224,2,1,5,0,402,304,0,6,2009,12.0137007528827
"830",6,5,2005,1456,3,1,8,0,400,24,0,7,2008,12.0782392740203
"831",7,5,2001,1212,3,1,6,0,573,0,0,6,2009,12.0895388292742
"832",7,5,1998,1779,3,1,6,0,546,36,0,3,2009,12.1955171315907
"833",6,5,1992,1845,3,1,8,1,462,104,0,5,2010,12.1495022940418
"834",8,7,1988,1752,4,1,8,0,492,12,0,6,2010,12.0076217068063
"835",6,5,2007,1933,4,1,9,1,668,18,0,1,2008,12.273731294004
"836",5,5,1977,2620,4,2,12,1,600,24,0,8,2007,12.1547793511426
"837",7,5,2003,1626,2,1,6,0,474,27,0,6,2010,12.0753943218881
"838",7,5,2004,1948,4,1,8,1,434,48,0,9,2006,12.1807548375459
"839",7,6,1974,1173,3,1,6,2,528,120,0,1,2010,12.0435537160324
"840",6,7,1984,1868,3,1,7,1,477,112,0,1,2007,12.0895388292742
"841",6,5,1976,1034,3,1,6,0,888,0,0,5,2010,12.04296530766
"842",7,5,2005,1166,2,1,5,0,400,0,0,7,2008,12.1547793511426
"843",6,5,1999,1675,3,1,7,1,502,103,0,6,2009,12.106252310248
"844",6,6,1919,1824,3,1,8,1,520,0,0,7,2007,12.1034860567551
"845",6,5,1998,1337,2,1,5,0,511,68,0,8,2008,12.106252310248
"846",7,5,1999,1452,3,1,6,0,506,34,0,3,2006,12.1221474105924
"847",6,7,1968,1489,3,1,7,1,462,0,0,8,2009,12.13215696258
"848",6,7,1959,1357,2,1,5,1,312,0,0,5,2008,12.083905011556
"849",6,5,1967,1724,3,1,7,1,480,0,0,6,2009,12.1955171315907
"850",6,7,1919,2447,4,1,10,1,336,0,0,3,2010,12.0376539939052
"851",5,5,1964,1582,4,1,7,0,390,198,0,6,2006,12.1547793511426
"852",5,7,1964,1152,3,1,6,1,484,0,0,4,2010,12.1034860567551
"853",6,7,1942,1494,3,1,7,2,213,0,0,11,2009,12.0867258878976
"854",7,5,2005,1368,2,1,6,1,474,35,0,9,2006,12.2184951655287
"855",6,5,1991,1294,3,1,6,0,496,51,0,6,2008,12.096257779523
"856",7,5,2005,1274,3,1,6,0,508,98,0,1,2007,12.2209612580239
"857",7,5,1992,1923,3,1,8,1,564,39,0,6,2010,12.1547793511426
"858",7,5,1998,1632,3,1,8,1,462,28,0,6,2006,12.0810761553555
"859",6,6,1928,1913,3,1,9,1,342,0,0,3,2009,12.083905011556
"860",5,5,1969,2634,6,2,12,0,968,0,0,8,2009,12.2060726455302
"861",6,6,1962,1716,4,1,8,1,490,84,0,3,2008,12.0494188354848
"862",6,5,2000,1573,3,1,5,0,440,32,0,6,2010,12.0867258878976
"863",5,6,1921,2601,4,1,8,0,621,0,0,5,2008,12.1495022940418
"864",7,5,1999,1790,3,1,7,0,588,88,0,6,2008,12.170445467887
"865",6,6,1955,1661,3,1,8,1,377,28,0,10,2008,12.0167264737993
"866",5,5,2006,1394,3,1,7,0,400,0,0,5,2008,12.0287386302473
"867",6,5,2004,1593,3,1,8,1,398,75,0,4,2008,12.170445467887
"868",7,5,2006,1294,2,1,6,1,662,55,0,7,2006,12.1749895321164
"869",6,7,1923,1848,4,1,8,1,370,0,0,6,2008,12.2404740722475
"870",7,5,2007,1569,1,1,7,1,660,20,0,5,2009,12.0776709307256
"871",6,6,1968,1416,3,1,7,1,776,169,0,5,2006,12.1001564199386
"872",6,7,1981,1440,3,1,7,1,467,0,0,4,2007,12.116694834379
"873",5,5,2005,1838,4,1,7,1,372,40,0,7,2006,12.1659795519637
"874",6,5,2000,1792,3,1,8,1,451,0,0,5,2008,12.136186518066
"875",6,7,1922,2555,3,1,11,1,672,0,0,9,2008,12.1600287070288
"876",7,5,2004,1221,2,1,6,0,400,113,0,10,2009,12.1281111040605
"877",6,6,1978,2073,3,1,7,2,500,0,0,2,2010,12.2548628096996
"878",7,5,2001,1786,3,1,6,1,608,42,0,9,2008,12.3171666930358
"879",8,5,2000,2198,4,1,9,1,836,84,0,12,2008,12.4292161968444
"880",8,5,2004,1694,3,1,7,1,636,57,0,8,2007,12.6346030265693
"881",9,5,2005,2324,4,1,11,2,736,21,0,7,2006,12.7512996960135
"882",7,5,2006,1494,3,1,7,1,840,33,0,8,2007,12.5407575715773
"883",8,5,2005,2376,4,1,9,1,853,154,0,11,2006,12.6925031124614
"884",8,5,2002,1795,3,1,7,1,534,159,0,9,2008,12.3458345879053
"885",8,5,2007,1600,3,1,7,1,890,56,0,7,2009,12.4541039123522
"886",8,5,2007,1704,3,1,7,1,772,50,0,5,2010,12.6313403809345
"887",9,5,2005,1561,2,1,6,1,556,47,0,8,2007,12.5335762121686
"888",8,5,2004,2452,4,1,9,1,691,32,0,9,2006,12.6410965558799
"889",9,5,2005,1752,2,1,6,1,576,82,0,2,2010,12.6757637259376
"890",7,5,2003,2149,1,1,6,1,670,43,0,8,2009,12.3870850123755
"891",9,5,1981,1842,0,1,5,1,894,72,0,11,2006,12.8609986132699
"892",10,5,2006,2945,3,1,10,1,641,0,0,10,2006,12.9917534274931
"893",7,5,1997,2034,3,1,8,0,645,36,0,2,2009,12.2991075114974
"894",8,5,2004,2473,4,1,9,1,852,151,0,10,2007,12.6666570528594
"895",7,5,2003,1479,3,1,7,0,558,29,0,6,2007,12.3282902782544
"896",7,4,1953,2287,3,1,7,1,667,21,0,7,2006,12.3238556811866
"897",7,6,1973,2223,3,1,8,2,516,0,0,2,2007,12.4049235042753
"898",8,5,2007,1563,3,1,6,1,758,99,0,10,2008,12.4090134895269
"899",8,5,1991,2417,4,1,9,1,462,82,0,4,2006,12.4684369099977
"900",8,5,2003,1992,3,1,9,1,648,45,0,8,2008,12.4292161968444
"901",7,5,2007,2696,4,1,10,1,792,184,0,10,2007,12.8583197035179
"902",6,5,1953,2259,3,1,7,2,450,120,0,10,2007,12.2876526325226
"903",7,5,1990,3222,5,1,11,2,594,0,0,5,2010,12.6760762747759
"904",7,6,1966,2157,4,1,8,2,487,66,0,5,2006,12.3282902782544
"905",6,5,2000,2054,3,1,7,1,390,48,0,7,2009,12.4049235042753
"906",8,5,2001,1296,2,1,6,0,471,25,0,6,2009,12.3013828253345
"907",8,5,1999,1852,3,1,7,2,660,106,0,12,2008,12.3458345879053
"908",6,5,1997,1764,3,1,7,0,470,99,0,8,2009,12.3523351525084
"909",7,5,2005,1734,3,1,7,0,660,24,0,1,2006,12.4684369099977
"910",7,5,2001,2035,3,1,8,1,434,48,0,5,2010,12.3126823805884
"911",8,5,2007,1710,2,1,6,1,866,102,0,1,2008,12.8277291949399
"912",6,7,1960,1252,1,1,4,1,564,0,0,3,2008,12.3673407931263
"913",7,5,2004,1947,3,1,8,1,678,136,0,5,2010,12.4486265903642
"914",9,5,2003,2668,3,1,10,2,726,0,0,3,2008,12.9299914847569
"915",7,5,2005,1541,3,1,7,1,532,70,0,5,2010,12.3013828253345
"916",8,6,1981,1707,2,1,6,1,511,64,0,1,2006,12.3371009079366
"917",6,5,1960,1656,3,1,7,2,528,62,0,5,2010,12.2783933071098
"918",7,7,1987,1767,2,1,5,1,504,35,0,6,2006,12.3842188309136
"919",6,7,1950,2158,4,1,7,1,576,29,0,6,2007,12.4008167223227
"920",9,5,2008,2234,1,1,9,1,1166,60,0,7,2009,13.1260306447518
"921",10,9,1892,3608,4,1,12,2,840,260,0,6,2006,13.0710700830168
"922",8,5,2001,1593,0,1,5,1,682,120,0,8,2008,12.563747089802
"923",8,8,1932,2727,3,1,10,2,440,74,0,12,2007,12.6603279178078
"924",7,5,2007,1726,3,1,8,1,786,138,0,9,2007,12.6503481262032
"925",8,5,2004,1713,3,1,7,1,856,26,0,1,2009,12.5241626741533
"926",7,5,1988,2062,3,1,7,1,454,55,0,4,2007,12.5317727851695
"927",7,5,2009,1852,3,1,7,1,644,108,0,7,2009,12.4398712298317
"928",8,5,1995,2794,4,1,9,1,810,146,0,7,2009,12.9066918409288
"929",6,5,2002,1960,4,1,8,2,440,48,0,5,2010,12.2853458264247
"930",8,5,2007,1694,3,1,7,0,818,228,0,12,2007,12.6698066617623
"931",8,5,2008,1566,3,1,7,0,750,168,0,4,2010,12.4780063610138
"932",7,5,1988,1872,3,1,6,1,604,39,0,6,2006,12.3946247520748
"933",6,7,1958,2144,4,1,7,2,389,98,0,6,2007,12.5317727851695
"934",7,5,1999,2291,4,1,8,1,429,0,0,2,2006,12.3458345879053
"935",7,5,2001,1792,3,1,7,1,564,96,0,5,2008,12.3523351525084
"936",8,5,2006,1939,3,1,8,1,1053,51,0,8,2006,12.4912515877638
"937",7,7,1954,1363,2,1,5,2,439,0,0,4,2008,12.3946247520748
"938",8,7,1999,2270,4,1,9,1,671,57,0,4,2010,12.5776362019627
"939",7,6,1989,1982,3,1,7,1,575,84,0,1,2007,12.3392914893164
"940",8,5,2008,1468,3,1,6,1,898,150,0,12,2009,12.4073795022352
"941",8,5,2006,1919,3,1,8,1,685,51,0,7,2006,12.3597803701244
"942",8,5,1998,2452,4,1,9,1,683,50,0,5,2007,12.4950039373824
"943",7,5,1990,2243,4,1,8,1,746,44,0,6,2007,12.3238556811866
"944",7,5,1993,2646,4,1,9,1,656,60,0,4,2009,12.4684369099977
"945",9,5,2006,2596,4,1,9,0,840,154,0,9,2006,12.7444443677961
"946",8,5,2004,2468,4,1,10,1,872,154,0,6,2007,12.7770521921159
"947",7,5,1986,2730,4,1,8,1,576,96,0,8,2007,12.614865543731
"948",7,7,1967,2978,5,1,11,1,564,0,0,6,2010,12.3966930051388
"949",8,5,1993,1719,1,1,6,2,473,30,0,5,2008,12.6884987947745
"950",6,6,1916,2134,5,1,10,0,441,60,0,7,2009,12.2760650173502
"951",8,5,2003,1629,3,1,7,1,880,0,0,10,2009,12.5567295171433
"952",5,6,1965,1786,3,1,7,2,529,0,0,8,2008,12.3412589180852
"953",9,5,2005,1922,3,1,8,1,676,51,0,7,2007,12.8411298019654
"954",9,5,2005,1684,2,1,6,1,564,72,0,7,2008,12.4912515877638
"955",9,5,2005,2728,4,1,10,2,706,0,0,4,2006,12.9880408147445
"956",9,5,2007,1869,2,1,6,1,617,54,0,12,2007,12.6699984672658
"957",8,5,1998,1924,3,1,7,1,592,75,0,6,2006,12.5425448821514
"958",7,5,2003,1928,4,1,8,1,434,48,0,7,2007,12.2991075114974
"959",8,5,2004,2466,4,1,8,1,610,214,0,12,2007,12.7367008965923
"960",6,5,1992,1953,3,1,9,2,501,231,0,6,2007,12.3883942023241
"961",6,5,2001,1961,3,1,7,1,560,192,0,6,2009,12.2783933071098
"962",8,5,1996,1288,1,1,4,2,500,30,0,12,2008,12.4110522262167
"963",8,5,1998,2263,4,1,10,1,420,123,0,7,2006,12.4607148639038
"964",7,5,2006,2172,3,1,9,1,947,62,0,8,2007,12.5425448821514
"965",8,5,2007,2078,3,1,8,1,836,102,0,4,2008,12.7359653320134
"966",7,5,1993,2097,3,1,9,1,678,187,0,12,2008,12.3371009079366
"967",6,6,1918,2624,4,1,10,1,864,0,0,11,2007,12.3842188309136
"968",6,7,1977,1602,3,1,8,1,529,0,0,6,2009,12.2783933071098
"969",8,5,1998,2630,4,1,8,1,696,66,0,6,2008,12.6603279178078
"970",10,5,2008,2402,2,1,10,2,672,72,0,4,2009,13.2267233927286
"971",7,5,1975,1533,2,1,5,2,576,54,0,12,2006,12.5425448821514
"972",4,6,1954,1663,2,1,6,2,529,137,0,3,2008,12.4529327234617
"973",8,5,2006,1634,3,1,7,1,866,44,0,5,2007,12.4292161968444
"974",8,5,2006,1976,2,1,7,1,908,63,0,7,2007,12.9945300058944
"975",8,5,2000,1652,2,1,6,0,499,48,0,8,2007,12.4332082181139
"976",9,5,2006,2643,3,1,9,1,694,84,0,3,2007,12.8479265317026
"977",8,5,2007,1718,3,1,7,1,826,44,0,9,2009,12.6014874177848
"978",9,5,2004,1850,3,1,8,1,772,112,0,3,2006,12.6946526603488
"979",9,5,2003,1792,2,1,6,1,874,49,0,8,2006,12.8320110763967
"980",8,5,1992,3228,4,1,10,1,546,75,0,5,2007,12.9715404876697
"981",7,8,1959,1801,1,1,6,2,484,54,0,3,2010,12.5741819670946
"982",8,5,1993,1911,3,1,8,1,471,81,0,9,2006,12.2783933071098
"983",10,5,2009,2020,3,1,9,1,900,54,0,9,2009,12.9063468682812
"984",7,5,1996,2344,3,1,7,1,889,0,0,7,2009,12.4874851049684
"985",7,9,1926,2080,3,1,9,2,282,0,0,6,2009,12.3630763943398
"986",7,5,1996,2398,3,1,8,1,834,60,0,8,2007,12.6627060402127
"987",9,5,2008,2713,3,1,11,1,858,66,0,11,2008,13.0086592616321
"988",8,5,2001,1601,3,1,6,1,670,0,0,5,2010,12.5135573452781
"989",7,5,1988,2183,4,1,9,0,786,0,0,2,2006,12.3414772825364
"990",7,5,2003,2094,4,1,8,1,615,182,0,11,2009,12.4799093111599
"991",8,5,2006,1717,3,1,7,1,908,39,0,7,2009,12.4509776886259
"992",7,5,2003,2046,3,1,8,1,871,62,0,8,2008,12.5567295171433
"993",7,5,2003,1557,2,1,7,1,420,20,0,10,2006,12.3630763943398
"994",7,5,1992,2295,4,1,9,1,590,40,0,7,2006,12.498742259493
"995",9,5,2005,2504,4,1,11,1,656,39,0,6,2008,12.6915804613119
"996",8,8,1983,2132,1,1,5,1,612,40,0,9,2009,12.665394426429
"997",7,5,2009,1692,3,1,6,0,650,114,0,7,2009,12.3216309861644
"998",8,5,2008,2042,3,1,8,1,1390,90,0,8,2009,12.4423022003927
"999",10,9,1893,2775,3,1,9,1,880,502,0,7,2008,12.6915804613119
"1000",8,5,2005,2028,2,1,7,2,880,66,0,3,2006,12.8209879778205
"1001",10,5,2008,2296,3,1,10,1,842,274,0,6,2009,13.0213268332266
"1002",8,5,2005,1904,3,1,8,1,736,60,0,6,2006,12.5245263766487
"1003",8,5,1992,1915,3,1,8,1,506,150,0,2,2006,12.3013828253345
"1004",7,5,2002,1494,3,1,6,1,530,36,0,9,2008,12.3059179804999
"1005",8,6,1934,3194,4,1,10,2,380,0,0,9,2007,12.7913561802142
"1006",9,5,2000,2153,3,1,8,2,736,142,0,5,2009,12.6539584695223
"1007",8,5,2001,1872,3,1,7,1,531,122,0,11,2009,12.4741895624871
"1008",9,5,2007,1828,3,1,9,1,774,108,0,7,2007,12.6597340907337
"1009",8,5,2003,2262,4,1,10,2,749,0,0,8,2008,12.6280670555895
"1010",6,7,1974,2614,4,1,9,1,624,243,0,6,2008,12.3883942023241
"1011",8,5,2006,1567,1,1,7,1,648,0,0,10,2006,12.4858271275094
"1012",8,5,2003,1518,1,1,6,1,588,140,0,4,2008,12.5208833853702
"1013",7,5,2001,1929,3,1,7,1,650,235,0,5,2007,12.3282902782544
"1014",9,5,2009,1766,2,1,7,1,478,130,0,10,2009,12.8236284465392
"1015",8,6,1995,2113,2,1,7,1,839,46,0,8,2008,12.7656884334656
"1016",8,7,1994,2448,4,1,8,1,711,76,0,7,2009,12.9042073676012
"1017",8,5,2005,2097,1,1,8,1,1134,267,0,1,2006,12.9551274580284
"1018",8,5,2000,1936,3,1,7,1,504,124,0,11,2006,12.3480061414188
"1019",6,7,1957,1839,3,1,7,2,416,87,0,6,2007,12.4587749990859
"1020",8,5,2008,2046,3,1,7,1,834,82,0,7,2009,12.8279923168018
"1021",9,5,2002,1668,3,1,7,1,702,45,0,7,2007,12.5602444592508
"1022",7,5,1998,1839,4,1,7,0,486,81,0,6,2010,12.3059179804999
"1023",7,6,2007,1761,3,1,7,0,578,105,0,8,2007,12.336552511981
"1024",8,6,2007,1419,2,1,7,1,567,0,0,10,2007,12.8790171187726
"1025",8,5,2002,1800,3,1,7,1,765,78,0,5,2006,12.6523597481586
"1026",8,5,2006,2576,4,1,10,1,666,100,0,7,2006,12.7991757088645
"1027",7,5,1971,1824,2,1,5,2,739,48,0,6,2007,12.618182296357
"1028",7,5,1993,2418,3,1,9,1,983,154,0,8,2008,12.7396377562657
"1029",9,5,2007,1698,3,1,8,1,768,64,0,2,2009,12.6760762747759
"1030",6,9,1988,1680,3,1,5,1,540,44,0,12,2009,12.3104326608544
"1031",7,5,1998,2031,3,1,8,1,541,84,0,7,2008,12.3126823805884
"1032",7,5,2000,2256,4,1,8,1,554,54,0,4,2009,12.3715870840077
"1033",7,7,1880,2640,4,1,8,1,864,0,0,5,2009,12.4911726372789
"1034",7,5,1996,1720,3,1,7,1,527,56,0,3,2010,12.4699741893166
"1035",8,5,2005,2098,3,1,8,1,878,52,0,3,2006,12.5263429075751
"1036",8,5,1995,2531,4,1,9,1,752,98,0,11,2007,12.5776362019627
"1037",7,5,2009,1547,3,1,7,0,614,45,0,6,2010,12.2793231072698
"1038",8,5,1999,2365,3,1,8,1,856,128,0,7,2009,12.7278382093345
"1039",8,5,1995,1494,2,1,6,1,481,30,0,4,2006,12.5061772379805
"1040",7,5,2004,1836,3,1,8,1,484,33,0,10,2006,12.2869011981928
"1041",8,5,2006,1973,3,1,9,1,895,45,0,7,2007,12.8866410438833
"1042",7,5,2005,1614,3,1,7,0,865,59,0,7,2006,12.3081778684673
"1043",7,5,2004,2084,4,1,8,0,618,45,0,1,2010,12.3587937325478
